Question,date_created,model,major,grade,prompt,temperature,top_p,count
"What is the role of chemistry in the environment, including pollution, climate change, and sustainability?",2023-04-11 11:46:47.418901,gpt-3.5-turbo,Chemistry,freshman,Provide a list of questions that a freshman student who is Chemistry at University of Texas at Dallas  would create in number format,1.0,1.0,1
"How can chemical principles be applied to fields such as medicine, materials science, and energy production?",2023-04-11 11:46:47.418901,gpt-3.5-turbo,Chemistry,freshman,Provide a list of questions that a freshman student who is Chemistry at University of Texas at Dallas  would create in number format,1.0,1.0,1
What percentage of Data Science students at the University of Texas at Dallas complete their degree within four years?,2023-04-11 11:46:56.598829,gpt-3.5-turbo,Data Science,freshman,Provide a list of questions that a freshman student who is Data Science at University of Texas at Dallas  would create in number format,1.0,1.0,4
How many credit hours are required to complete the Data Science major at the University of Texas at Dallas?,2023-04-11 11:46:56.598829,gpt-3.5-turbo,Data Science,freshman,Provide a list of questions that a freshman student who is Data Science at University of Texas at Dallas  would create in number format,1.0,1.0,4
What is the average starting salary for a Data Science graduate from the University of Texas at Dallas?,2023-04-11 11:46:56.598829,gpt-3.5-turbo,Data Science,freshman,Provide a list of questions that a freshman student who is Data Science at University of Texas at Dallas  would create in number format,1.0,1.0,5
How many students are currently enrolled in the Data Science program at the University of Texas at Dallas?,2023-04-11 11:46:56.598829,gpt-3.5-turbo,Data Science,freshman,Provide a list of questions that a freshman student who is Data Science at University of Texas at Dallas  would create in number format,1.0,1.0,4
What is the average GPA of students in the Data Science program at the University of Texas at Dallas?,2023-04-11 11:46:56.598829,gpt-3.5-turbo,Data Science,freshman,Provide a list of questions that a freshman student who is Data Science at University of Texas at Dallas  would create in number format,1.0,1.0,5
How many faculty members are dedicated to teaching Data Science courses at the University of Texas at Dallas?,2023-04-11 11:46:56.598829,gpt-3.5-turbo,Data Science,freshman,Provide a list of questions that a freshman student who is Data Science at University of Texas at Dallas  would create in number format,1.0,1.0,4
What percentage of Data Science students at the University of Texas at Dallas complete at least one internship during their time in the program?,2023-04-11 11:46:56.598829,gpt-3.5-turbo,Data Science,freshman,Provide a list of questions that a freshman student who is Data Science at University of Texas at Dallas  would create in number format,1.0,1.0,4
How many different electives are offered within the Data Science major at the University of Texas at Dallas?,2023-04-11 11:46:56.598829,gpt-3.5-turbo,Data Science,freshman,Provide a list of questions that a freshman student who is Data Science at University of Texas at Dallas  would create in number format,1.0,1.0,4
What is the acceptance rate for incoming freshmen into the Data Science program at the University of Texas at Dallas?,2023-04-11 11:46:56.598829,gpt-3.5-turbo,Data Science,freshman,Provide a list of questions that a freshman student who is Data Science at University of Texas at Dallas  would create in number format,1.0,1.0,4
What are the major branches of geosciences?,2023-04-11 11:47:03.989344,gpt-3.5-turbo,Geosciences,freshman,Provide a list of questions that a freshman student who is Geosciences at University of Texas at Dallas  would create in number format,1.0,1.0,1
How do geologists determine the age of rocks?,2023-04-11 11:47:03.989344,gpt-3.5-turbo,Geosciences,freshman,Provide a list of questions that a freshman student who is Geosciences at University of Texas at Dallas  would create in number format,1.0,1.0,1
How do plate tectonics explain the formation of mountains and other geological features?,2023-04-11 11:47:03.989344,gpt-3.5-turbo,Geosciences,freshman,Provide a list of questions that a freshman student who is Geosciences at University of Texas at Dallas  would create in number format,1.0,1.0,1
What causes earthquakes and how do they impact society?,2023-04-11 11:47:03.989344,gpt-3.5-turbo,Geosciences,freshman,Provide a list of questions that a freshman student who is Geosciences at University of Texas at Dallas  would create in number format,1.0,1.0,1
How do geoscientists study the composition and behavior of Earth's atmosphere?,2023-04-11 11:47:03.989344,gpt-3.5-turbo,Geosciences,freshman,Provide a list of questions that a freshman student who is Geosciences at University of Texas at Dallas  would create in number format,1.0,1.0,2
What are the implications of global climate change for the Earth's surface and its inhabitants?,2023-04-11 11:47:03.989344,gpt-3.5-turbo,Geosciences,freshman,Provide a list of questions that a freshman student who is Geosciences at University of Texas at Dallas  would create in number format,1.0,1.0,1
How do geoscientists use technologies such as satellites and remote sensing to study the Earth's systems?,2023-04-11 11:47:03.989344,gpt-3.5-turbo,Geosciences,freshman,Provide a list of questions that a freshman student who is Geosciences at University of Texas at Dallas  would create in number format,1.0,1.0,2
What are the major types of minerals and how are they formed?,2023-04-11 11:47:03.989344,gpt-3.5-turbo,Geosciences,freshman,Provide a list of questions that a freshman student who is Geosciences at University of Texas at Dallas  would create in number format,1.0,1.0,1
How is petroleum and natural gas formed and extracted from the Earth?,2023-04-11 11:47:03.989344,gpt-3.5-turbo,Geosciences,freshman,Provide a list of questions that a freshman student who is Geosciences at University of Texas at Dallas  would create in number format,1.0,1.0,1
What are the fundamental concepts of Calculus?,2023-04-11 11:47:09.516708,gpt-3.5-turbo,Mathematics,freshman,Provide a list of questions that a freshman student who is Mathematics at University of Texas at Dallas  would create in number format,1.0,1.0,1
How do you solve equations with multiple variables?,2023-04-11 11:47:09.516708,gpt-3.5-turbo,Mathematics,freshman,Provide a list of questions that a freshman student who is Mathematics at University of Texas at Dallas  would create in number format,1.0,1.0,1
How do you solve complex mathematical problems using matrices?,2023-04-11 11:47:09.516708,gpt-3.5-turbo,Mathematics,freshman,Provide a list of questions that a freshman student who is Mathematics at University of Texas at Dallas  would create in number format,1.0,1.0,1
What is the difference between a real number and an imaginary number?,2023-04-11 11:47:09.516708,gpt-3.5-turbo,Mathematics,freshman,Provide a list of questions that a freshman student who is Mathematics at University of Texas at Dallas  would create in number format,1.0,1.0,1
